smiles
S(=O)(=O)(Nc1ncccc1)c1ccc(N)cc1
C([C@@H](NC(=O)[C@H](Cc1ccc(cc1)O)NC(=O)[C@@H](NC(=O)[C@H](Cc1c2c([nH]c1)cccc2)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H]1NC(=O)CC1)CO)C(=O)N[C@H](C(=O)N[C@H](C(=O)N1[C@H](C(=O)NCC(=O)N)CCC1)CCCNC(=[NH2+])N)CC(C)C)c1c2c([nH]c1)cccc2
[nH]1c(CCN)cnc1
O=C1NC(=O)NC(=O)C1([C@@H](CC)C)CC
[C@@]12([C@H]([C@H]3[C@@H]([C@@]4(C(=CC(=O)CC4)CC3)C)CC2)CC[C@@H]1C(=O)COC(=O)C)C
O=C([C@@H]1[C@@]2([C@H]([C@H]3[C@@H]([C@@]4(C(=CC(=O)CC4)CC3)C)CC2)CC1)C)COC(=O)C(C)(C)C
NC(=[NH2+])N
O=C1c2c(C(=O)C=C1C)cccc2
O=c1n(c(=O)n(c2nc[nH]c12)C)C
O[C@@H]1C/C(=C/C=C\2/[C@H]3[C@@]([C@H](CC3)[C@H](C)/C=C/[C@@H](C(C)C)C)(CCC2)C)/C(=C)CC1
O=C1[C@@]2([C@H]([C@H]3[C@H](CC2)c2c(CC3)cc(O)cc2)CC1)C
Oc1ccc(/C(=C(\CC)/c2ccc(O)cc2)/CC)cc1
S(=O)(=O)(Nc1ncccn1)c1ccc(N)cc1
O(C(=O)C1(CCN(CC1)C)c1ccccc1)CC
O([C@H]1C[C@@H]2[N+]([C@@H](CC2)C1)(C)C)C(=O)[C@H](O)c1ccccc1
O1[C@@H]2[C@]34[C@H]([C@H](N(CC3)C)Cc3c4c1c(OC)cc3)CCC2=O
O[C@@H]1[C@@]2([C@H]([C@H]3[C@H](CC2)c2c(CC3)cc(O)cc2)CC1)C
O[C@@]1([C@@]2([C@H]([C@H]3[C@H](CC2)c2c(CC3)cc(O)cc2)CC1)C)C#C
[C@@]12([C@H]([C@H]3[C@@H](c4c(CC3)cc(cc4)O)CC2)CC[C@@H]1OC(=O)CCCC)C
[C@@]12([C@H]([C@H]3[C@@H](c4c(CC3)cc(cc4)O)CC2)CC[C@@H]1OC(=O)CCC1CCCC1)C
c12c(cc(cc1)OC(=O)C)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2O)C
N([C@H](Cc1ccccc1)C)C
o1c(O)c(Cc2c(=O)c3c(oc2O)cccc3)c(=O)c2c1cccc2
C1(=C(CCCC1(C)C)C)/C=C/C(=C/C=C/C(=C/CO)/C)/C
c12c3c(c(cc2CC[N+]([C@H]1Cc1cc(Oc2cc4[C@@H](N(CCc4cc2OC)C)Cc2ccc(O3)cc2)c(cc1)O)(C)C)OC)O
c1(ccc(cc1)N)S(=O)(=O)NC(=O)c1ccccc1
S(=O)(=O)(NC(=O)C)c1ccc(N)cc1
c1nc(sc1)NS(=O)(=O)c1ccc(cc1)N
o1c(ccc1[N+](=O)[O-])/C=N/NC(=O)N
O(C(c1ccccc1)c1ccccc1)CCN(C)C
C(CCO)N1c2c(CC1)cc(cc2C(=O)N)C[C@H](NCCOc1c(OCC(F)(F)F)cccc1)C
O1C(C(=O)N(C1=O)C)(C)C
[O-]C(=O)[C@@H](NC(=O)c1ccc(NCc2nc3c([nH]c(nc3=O)N)nc2)cc1)CCC(=O)[O-]
N(CCN(C)C)(Cc1ccccc1)c1ncccc1
O([C@@H]1C[C@@H]2[N+]([C@@H](CC2)C1)(C)C)C(=O)[C@@H](O)c1ccccc1
[C@@]12(N(C(=O)[C@@](O1)(NC(=O)[C@@H]1C[C@H]3[C@H](N(C1)C)Cc1c4c3cccc4[nH]c1)C)[C@H](C(=O)N1[C@H]2CCC1)Cc1ccccc1)O
S[C@H](CS)CO
Clc1cc2nccc(N[C@@H](CCCN(CC)CC)C)c2cc1
O=C1N(C(=O)N[C@]1(CC)c1ccccc1)C
C12=C[C@@H](C(=O)N[C@H](CO)CC)CN([C@@H]1Cc1c3c2cccc3[nH]c1)C
S(=O)(=O)(c1ccc(NC[S@](=O)O)cc1)c1ccc(NC[S@](=O)O)cc1
C1(=C([C@H](OC1=O)[C@@H](O)CO)O)O
S1[C@H]([C@H]2NC(=O)N[C@H]2C1)CCCCC(=O)[O-]
