smiles
c1cccc(n1)NS(=O)=O
c1cccc(n1)NS(=O)(=O)c1ccccc1
c1ccccc1S(=O)(=O)N
c1cc(ccc1S(=O)(=O)N)N
Nc1ccccc1
c1ccccc1C[C@@H](C(=O)N[C@H](C)C(=O)N[C@H](C(=O)N[C@H](C=O)CCCNC(=N)N)CC(C)C)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](C)NC=O)CO
c1ccccc1C[C@@H](C(=O)N[C@H](C)C(=O)N[C@H](C(=O)N[C@H](C(=O)N1CCCC1)CCCNC(=N)N)CC(C)C)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](C)NC=O)CO
c1ccccc1C[C@@H](C(=O)N[C@H](C)C(=O)N[C@H](C(=O)N[C@H](C(=O)N1CCCC1)CCCNC(=N)N)CC(C)C)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](Cc1nc[nH]c1)NC=O)CO
c1ccccc1C[C@@H](C(=O)N[C@H](C)C(=O)N[C@H](C(=O)N[C@H](C(=O)N1CCCC1)CCCNC(=N)N)CC(C)C)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](Cc1nc[nH]c1)NC(=O)[C@@H]1CCC(=O)N1)CO
c1ccccc1C[C@@H](C(=O)N[C@H](Cc1c[nH]c2c1cccc2)C(=O)N[C@H](C(=O)N[C@H](C(=O)N1CCCC1)CCCNC(=N)N)CC(C)C)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](Cc1nc[nH]c1)NC(=O)[C@@H]1CCC(=O)N1)CO
c1ccccc1C[C@@H](C(=O)N[C@H](Cc1c[nH]c2c1cccc2)C(=O)N[C@H](C(=O)N[C@H](C(=O)N1CCCC1)CCCNC(=N)N)CC(C)C)NC(=O)[C@@H](NC(=O)[C@H](Cc1c[nH]c2c1cccc2)NC(=O)[C@H](Cc1nc[nH]c1)NC(=O)[C@@H]1CCC(=O)N1)CO
c1cc(ccc1C[C@@H](C(=O)N[C@H](Cc1c[nH]c2c1cccc2)C(=O)N[C@H](C(=O)N[C@H](C(=O)N1CCCC1)CCCNC(=N)N)CC(C)C)NC(=O)[C@@H](NC(=O)[C@H](Cc1c[nH]c2c1cccc2)NC(=O)[C@H](Cc1nc[nH]c1)NC(=O)[C@@H]1CCC(=O)N1)CO)O
c1ccccc1C[C@@H](C(=O)N[C@H](Cc1c[nH]c2c1cccc2)C(=O)N[C@H](C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)NCC(=O)N)CCCNC(=N)N)CC(C)C)NC(=O)[C@@H](NC(=O)[C@H](Cc1c[nH]c2c1cccc2)NC(=O)[C@H](Cc1nc[nH]c1)NC(=O)[C@@H]1CCC(=O)N1)CO
c1cc(ccc1C[C@@H](C(=O)N[C@H](Cc1c[nH]c2c1cccc2)C(=O)N[C@H](C(=O)N[C@H](C(=O)N1CCCC1)CCCNC(=N)N)CC(C)C)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](Cc1nc[nH]c1)NC(=O)[C@@H]1CCC(=O)N1)CO)O
c1cc(ccc1C[C@@H](C(=O)N[C@H](Cc1c[nH]c2c1cccc2)C(=O)N[C@H](C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)NCC(=O)N)CCCNC(=N)N)CC(C)C)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](Cc1nc[nH]c1)NC(=O)[C@@H]1CCC(=O)N1)CO)O
c1ccccc1C[C@@H](C(=O)N[C@H](Cc1c[nH]c2c1cccc2)C(=O)N[C@H](C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)NCC(=O)N)CCCNC(=N)N)CC(C)C)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](Cc1nc[nH]c1)NC(=O)[C@@H]1CCC(=O)N1)CO
c1ccccc1C[C@@H](C(=O)N[C@H](C)C(=O)N[C@H](C(=O)N[C@H](C(=O)N1CCCC1)CCCNC(=N)N)CC(C)C)NC(=O)[C@@H](NC(=O)[C@H](Cc1c[nH]c2c1cccc2)NC(=O)[C@H](Cc1nc[nH]c1)NC(=O)[C@@H]1CCC(=O)N1)CO
c1cc(ccc1C[C@@H](C(=O)N[C@H](C)C(=O)N[C@H](C(=O)N[C@H](C(=O)N1CCCC1)CCCNC(=N)N)CC(C)C)NC(=O)[C@@H](NC(=O)[C@H](Cc1c[nH]c2c1cccc2)NC(=O)[C@H](Cc1nc[nH]c1)NC(=O)[C@@H]1CCC(=O)N1)CO)O
c1cc(ccc1C[C@@H](C(=O)N[C@H](C)C(=O)N[C@H](C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)NCC(=O)N)CCCNC(=N)N)CC(C)C)NC(=O)[C@@H](NC(=O)[C@H](Cc1c[nH]c2c1cccc2)NC(=O)[C@H](Cc1nc[nH]c1)NC(=O)[C@@H]1CCC(=O)N1)CO)O
c1ccccc1C[C@@H](C(=O)N[C@H](C)C(=O)N[C@H](C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)NCC(=O)N)CCCNC(=N)N)CC(C)C)NC(=O)[C@@H](NC(=O)[C@H](Cc1c[nH]c2c1cccc2)NC(=O)[C@H](Cc1nc[nH]c1)NC(=O)[C@@H]1CCC(=O)N1)CO
c1cc(ccc1C[C@@H](C(=O)N[C@H](C)C(=O)N[C@H](C(=O)N[C@H](C(=O)N1CCCC1)CCCNC(=N)N)CC(C)C)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](Cc1nc[nH]c1)NC(=O)[C@@H]1CCC(=O)N1)CO)O
c1cc(ccc1C[C@@H](C(=O)N[C@H](C)C(=O)N[C@H](C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)NCC(=O)N)CCCNC(=N)N)CC(C)C)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](Cc1nc[nH]c1)NC(=O)[C@@H]1CCC(=O)N1)CO)O
c1ccccc1C[C@@H](C(=O)N[C@H](C)C(=O)N[C@H](C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)NCC(=O)N)CCCNC(=N)N)CC(C)C)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](Cc1nc[nH]c1)NC(=O)[C@@H]1CCC(=O)N1)CO
c1ccccc1C[C@@H](C(=O)N[C@H](Cc1c[nH]c2c1cccc2)C(=O)N[C@H](C(=O)N[C@H](C(=O)N1CCCC1)CCCNC(=N)N)CC(C)C)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](Cc1nc[nH]c1)NC=O)CO
c1ccccc1C[C@@H](C(=O)N[C@H](Cc1c[nH]c2c1cccc2)C(=O)N[C@H](C(=O)N[C@H](C(=O)N1CCCC1)CCCNC(=N)N)CC(C)C)NC(=O)[C@@H](NC(=O)[C@H](Cc1c[nH]c2c1cccc2)NC(=O)[C@H](Cc1nc[nH]c1)NC=O)CO
c1cc(ccc1C[C@@H](C(=O)N[C@H](Cc1c[nH]c2c1cccc2)C(=O)N[C@H](C(=O)N[C@H](C(=O)N1CCCC1)CCCNC(=N)N)CC(C)C)NC(=O)[C@@H](NC(=O)[C@H](Cc1c[nH]c2c1cccc2)NC(=O)[C@H](Cc1nc[nH]c1)NC=O)CO)O
c1cc(ccc1C[C@@H](C(=O)N[C@H](Cc1c[nH]c2c1cccc2)C(=O)N[C@H](C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)NCC(=O)N)CCCNC(=N)N)CC(C)C)NC(=O)[C@@H](NC(=O)[C@H](Cc1c[nH]c2c1cccc2)NC(=O)[C@H](Cc1nc[nH]c1)NC=O)CO)O
c1ccccc1C[C@@H](C(=O)N[C@H](Cc1c[nH]c2c1cccc2)C(=O)N[C@H](C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)NCC(=O)N)CCCNC(=N)N)CC(C)C)NC(=O)[C@@H](NC(=O)[C@H](Cc1c[nH]c2c1cccc2)NC(=O)[C@H](Cc1nc[nH]c1)NC=O)CO
c1cc(ccc1C[C@@H](C(=O)N[C@H](Cc1c[nH]c2c1cccc2)C(=O)N[C@H](C(=O)N[C@H](C(=O)N1CCCC1)CCCNC(=N)N)CC(C)C)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](Cc1nc[nH]c1)NC=O)CO)O
c1cc(ccc1C[C@@H](C(=O)N[C@H](Cc1c[nH]c2c1cccc2)C(=O)N[C@H](C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)NCC(=O)N)CCCNC(=N)N)CC(C)C)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](Cc1nc[nH]c1)NC=O)CO)O
c1ccccc1C[C@@H](C(=O)N[C@H](Cc1c[nH]c2c1cccc2)C(=O)N[C@H](C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)NCC(=O)N)CCCNC(=N)N)CC(C)C)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](Cc1nc[nH]c1)NC=O)CO
c1ccccc1C[C@@H](C(=O)N[C@H](C)C(=O)N[C@H](C(=O)N[C@H](C(=O)N1CCCC1)CCCNC(=N)N)CC(C)C)NC(=O)[C@@H](NC(=O)[C@H](Cc1c[nH]c2c1cccc2)NC(=O)[C@H](Cc1nc[nH]c1)NC=O)CO
c1cc(ccc1C[C@@H](C(=O)N[C@H](C)C(=O)N[C@H](C(=O)N[C@H](C(=O)N1CCCC1)CCCNC(=N)N)CC(C)C)NC(=O)[C@@H](NC(=O)[C@H](Cc1c[nH]c2c1cccc2)NC(=O)[C@H](Cc1nc[nH]c1)NC=O)CO)O
c1cc(ccc1C[C@@H](C(=O)N[C@H](C)C(=O)N[C@H](C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)NCC(=O)N)CCCNC(=N)N)CC(C)C)NC(=O)[C@@H](NC(=O)[C@H](Cc1c[nH]c2c1cccc2)NC(=O)[C@H](Cc1nc[nH]c1)NC=O)CO)O
c1ccccc1C[C@@H](C(=O)N[C@H](C)C(=O)N[C@H](C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)NCC(=O)N)CCCNC(=N)N)CC(C)C)NC(=O)[C@@H](NC(=O)[C@H](Cc1c[nH]c2c1cccc2)NC(=O)[C@H](Cc1nc[nH]c1)NC=O)CO
c1cc(ccc1C[C@@H](C(=O)N[C@H](C)C(=O)N[C@H](C(=O)N[C@H](C(=O)N1CCCC1)CCCNC(=N)N)CC(C)C)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](Cc1nc[nH]c1)NC=O)CO)O
c1cc(ccc1C[C@@H](C(=O)N[C@H](C)C(=O)N[C@H](C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)NCC(=O)N)CCCNC(=N)N)CC(C)C)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](Cc1nc[nH]c1)NC=O)CO)O
